Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);19/01/2022 8:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);19/01/2022 8:23;10;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);19/01/2022 8:23;4
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);19/01/2022 14:38;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);19/01/2022 14:38;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);19/01/2022 14:38;6
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);19/01/2022 20:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);19/01/2022 20:53;10;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);19/01/2022 20:53;4.666666667
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);20/01/2022 3:08;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);20/01/2022 3:08;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);20/01/2022 3:08;3.571428571
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);20/01/2022 9:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);20/01/2022 9:23;14;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);20/01/2022 9:23;5
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);20/01/2022 15:38;4;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);20/01/2022 15:38;17;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);20/01/2022 15:38;7.352112676
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);20/01/2022 21:53;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);20/01/2022 21:53;17;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);20/01/2022 21:53;4.816901408
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);21/01/2022 4:08;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);21/01/2022 4:08;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);21/01/2022 4:08;4
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);21/01/2022 10:23;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);21/01/2022 10:23;16;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);21/01/2022 10:23;5.5
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);21/01/2022 16:38;4;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);21/01/2022 16:38;20;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);21/01/2022 16:38;6.5
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);21/01/2022 22:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);21/01/2022 22:53;91;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);21/01/2022 22:53;8.826086957
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);22/01/2022 5:08;1;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);22/01/2022 5:08;10;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);22/01/2022 5:08;3.428571429
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);22/01/2022 11:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);22/01/2022 11:23;9;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);22/01/2022 11:23;3
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);22/01/2022 17:38;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);22/01/2022 17:38;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);22/01/2022 17:38;3.666666667
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);22/01/2022 23:53;1;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);22/01/2022 23:53;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);22/01/2022 23:53;3.166666667
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);23/01/2022 6:08;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);23/01/2022 6:08;6;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);23/01/2022 6:08;2.428571429
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);23/01/2022 12:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);23/01/2022 12:23;9;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);23/01/2022 12:23;2.833333333
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);23/01/2022 18:38;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);23/01/2022 18:38;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);23/01/2022 18:38;3.166666667
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);24/01/2022 0:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);24/01/2022 0:53;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);24/01/2022 0:53;3.5
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);24/01/2022 7:08;1;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);24/01/2022 7:08;10;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);24/01/2022 7:08;2.857142857
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);24/01/2022 13:23;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);24/01/2022 13:23;22;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);24/01/2022 13:23;6.666666667
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);24/01/2022 19:38;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);24/01/2022 19:38;13;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);24/01/2022 19:38;6.454545455
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);25/01/2022 1:53;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);25/01/2022 1:53;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);25/01/2022 1:53;4.806451613
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);25/01/2022 8:08;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);25/01/2022 8:08;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);25/01/2022 8:08;4.833333333
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);25/01/2022 14:23;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);25/01/2022 14:23;10;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);25/01/2022 14:23;5.75862069
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);25/01/2022 20:38;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);25/01/2022 20:38;13;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);25/01/2022 20:38;4.612903226
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);26/01/2022 2:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);26/01/2022 2:53;9;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);26/01/2022 2:53;3.806451613
